test_case_id,human_model,case_type,human_overall,ai_overall,verdict,reason
m003-POS-02,Inversion,POS,5.0,4.9,ai,"vs baseline: the pure-inversion baseline was near-gold (8 categories in one pass, ranked, P/D/R-tagged, residual named, NEVER reframed), but the dual-route pass matched it first-class and closed the v5 AI's two gaps by contract: category-complete enumeration now lands in WHAT/HOW in one pass (the v5 AI needed a second sweep to reach stocking/governance), and the NEVER reframe to a bounded SLA moves from REVIEW into WHAT. Residual gap: category distribution rests on industry base rates only (no site-specific incident data), and the upstream-stocking residual is monitor-only — prevention stops at the pharmacy boundary."
m003-NEG-02,Inversion,NEG,3.0,4.9,ai,"vs baseline: strict inversion produced the registry-predicted flatline (12 equal-weight workstreams, no wedge, no activation metric, no checkpoint). The routed run reached the v5 AI's winning structure by mechanism: evidence-weighted SWOT graded every adoption lever by telemetry strength and selected the wedge (analytics-heavy PM/ops, ~600 teams), and the R4-capped m003 gate (top-5 + falsifiable checkpoint) kept the baseline's best causes — incl. its only genuine catch, IT/security procurement friction (baseline item 9) — as bounded defense after the bet. Remaining gap: no new-feature activation data; the week-1 cohort gate and week-4 pivot rule are the only arbiters."
m006-POS-02,Bayesian Updating,POS,5.0,4.9,human,"vs baseline: the baseline produced every checkable number (2/13, 17/28, joint, reversed-path, population decomposition, 2%-prior sensitivity) in one lean trace (5.0); the v6 AI matched it point-for-point only through the routed m010+m030 dual pass (calibration band over 0.5%-5% priors → 43.5%-89%; constraint-driven joint computation as the no-data decisive experiment) + m031 synthesis with the m006 completion contract (order-invariance recomputation, decomposition to the 11/28 residual, decision-threshold flip prior 1/154 ≈ 0.65%, B- negative branch ≈ 2.9%) — closing the non-routed v5 run's 1.0-point gap (4.0 → 4.9). Residual baseline edge: efficiency (pure linear trace 5 vs 4.5; the routed contract stack costs lines)."
m006-NEG-02,Bayesian Updating,NEG,5.0,4.9,human,"vs baseline: the baseline audited the likelihood as an unknown parameter in one disciplined pass (3 scenarios → [5%, 100%], VOI argument, no-treatment decision; 5.0); the v6 AI reached the same verdict only through the m006 provenance gate completing BEFORE any update + the m019/m023 dual pass (adversary vectors with quantified exposure: SAE 4.0% of treated under the claim vs 7.6% under truth on a 95%-healthy class; opportunity-cost dominance of confirm-first) + the m003 inversion gate (8 ranked failure categories; un-mitigable residual: true accuracy unknowable without the study) — the exact structure the non-routed v5 run lacked (it refused a point estimate, then stopped with generic NEEDS_EVIDENCE; scored 4.0). Residual baseline edge: efficiency (5 vs 4.5)."
m007-POS-02,Expected Value Thinking,POS,4.7,4.9,ai,"vs baseline: the pure-style baseline solved the fully specified problem exactly in one pass (EV B 0.9 vs C 0.8 vs A 0; posteriors 8/11, 1/7; EV(launch|Low) = 0 exactly; breakeven test price $0) — nothing to correct in the arithmetic; the v5 AI already tied with an efficiency gap. The v6 routed run (m023/m050 dual-route + m070 SWOT + m003 inversion gate, closed-scope fast path) kept the same one-pass arithmetic and added what the pure style cannot produce: flip thresholds with error magnitudes (p* = 1/7, a 64% downward error on the prior; a* = 0.80 breakeven test accuracy — the test pays only above 80%), the parameter-cancellation structure (the zero-information-value result holds exactly at the stated (a = 0.80, p = 0.40) pair: P(High|Low signal) = 1/7 makes EV(launch|Low) = 0 exactly, so the signal policy replicates always-launch), and the opportunity-cost reframing (the test adds zero EV, so its opportunity cost is its full price — buying it is a pure transfer)."
m007-NEG-02,Expected Value Thinking,NEG,3.0,4.9,ai,"vs baseline: the pure-style baseline executed the documented trap — internally correct EV (0.90 x 200 = $180M > $100M, 'take the bet', 'wide margin of safety' on p) that stops at the mean: no $100M floor screen (every s > 0 has a 10% breach probability; only s = 0 admissible), no ruin/log-utility check (−∞), no one-shot/LLN check, no provenance (p = 0.90 is the counterparty's self-serving claim). The v5 AI already declined (win) by thoroughness; the v6 routed run (top-1 m024 regret + m011/m018 context + mandatory m007 ruin gate + m003 inversion gate) makes the catch structural: constrained minimax-regret independently selects keep (expected regret mirrors the EV trap — 10M vs 90M favors the bet — but the constrained catastrophic branch is unbounded), the steelman survives only in its escrow version (restructuring), and acceptability requires p = 1.0 (a guarantee), not p > 0.5."
m011-POS-02,Systems Thinking,POS,5.0,4.9,ai,"vs baseline: the human baseline named the mechanism (user equilibrium vs system optimum, fix-backfires structure) at first sight and aimed the lever at the flow's price (25-min-equivalent toll), while the non-routed v5 AI reached the same verdict only through its verification machinery and lost on structure-at-first-sight/insight (36 vs 37.5). The v6 routed run closed the gap with the m011 contract (falsifiable observable = all 4,000 on the shortcut at 85 min; local-data-first = model reproduces the observed 65-min state; cheap-fix-as-decisive-experiment = microsimulation/priced pilot) and added the quantified everyone-gains adaptation transient (~54 min at c≈1,000 before settling at 85) — sharper than the baseline's 'oscillate during learning' note. Residual shared gap: stochastic demand changes magnitudes not direction; overshoot depth unquantified without simulation."
m011-NEG-02,Systems Thinking,NEG,2.0,4.8,ai,"vs baseline: the human baseline substituted a causal-loop diagram for measurement — dismissed the 50 printer as a symptom, re-read r≈0.97 and the maintenance flag as downstream noise, and prescribed an 8–12-week structural redesign; the non-routed v5 AI won (37 vs 20) on its evidence gate. The v6 routed run makes that win structural: m011 is held OUT of top-3 (KB trap pairing on this signature) and m031/m004/m014 run first-class with the mandatory m003 inversion gate — the failure-mode check is guaranteed by routing, not emergent. Residual gap: causal confirmation still requires the 1-week re-measurement; no faster read exists."
m019-POS-02,Red Teaming / Devil's Advocate,POS,4.6,4.8,ai,"vs baseline: both found all 4 planted flaws and the farm arithmetic; the closed gap is the v5 AI's — it deferred the sequential-code enumeration vector (F2) to a follow-up check and conditionally approved. The routed m019 contract (guessable-format enumeration with identity gates, per-vector quantified exposure, baseline-risk comparison, LxI-ranked objections) made F2 a mandatory pass output, and the m003/m007 gates added >=6 LxI-ranked failure categories, an outcome distribution, and a threshold-flip stability argument, flipping the verdict to block-as-written with a redesign. Human craft moves (press story, honest-referrer crowding) are matched by the routed run's insights (referrer-pays-the-adversary; metric-as-product)."
m019-NEG-02,Red Teaming / Devil's Advocate,NEG,2.5,4.8,ai,"vs baseline: the human baseline is the style's trap executed — every hypothetical at full severity, inaction treated as risk-free while an EOL mainframe with two unpatched critical CVEs (RCE, privilege escalation) continues. The routed run prices inaction first (do-nothing-loss line), rejects >=3 manufactured/already-mitigated objections with their rejecting evidence (rollback test, SLA, multi-AZ fallback, canary-as-productionization), runs m006's 3-scenario range (5/25/55%) with a threshold flip at ~15% that kills the delay branch, m007's ruin screen (the ruin tail lives in the delay branch), and tempo mode's cost-of-delay line (~$1.25M/month carry), reaching a reversible staged go-live with named abort criteria. The v5 AI reached the same verdict; v6 makes the delay-cost sentence, scenario range, and abort criteria structural rather than emergent."
